but_cluthers
Id;Title;Description;CreatedAt;source;Sentiment;Categories
2021;Très bon magasin;;2025-03-24 15:41:50;trustpilot;;
2022;commande facile;;2025-03-25 15:41:50;trustpilot;;
2023;But vierzon au top 😘;;2025-03-26 15:41:51;trustpilot;;
2024;très content de tout;;2025-03-27 15:41:51;trustpilot;;
2025;Très professionnel !;;2025-03-28 15:41:51;trustpilot;;
2026;RAS, correspond aux attentes;;2025-03-29 15:41:51;trustpilot;;
2027;Un grand merci au vendeur Jules et son…;Un grand merci au vendeur Jules et son collègue du but de Brest qui ont mouillé la chemise pour me livrer rapidement, car leur prestataire LTM transport ne voulait pas livrer au centre ville à 15h;2025-04-01 19:34:37;TrustPilot But;6.74;Expérience en magasin
2028;Ne m ont jamais livré;Ne m ont jamais livré , après 7 appels , 3 mails ils m ont enfin remboursé en gardant quand même 40 e des voleurs escroc !!!!;2025-04-01 13:28:06;TrustPilot But;2.38;Service et SAV, Expérience e-commerce
2029;Vendeuse désagréable. Faut changer de métier;Vendeuse désagréable. Faut changer de métier;2025-03-31 19:04:00;BUT cabries;1.36;Expérience en magasin
2030;"Expérience pitoyable avec le SAV de But Cabries.
J'ai acheté un aspirateur le 23/03. Dès la première utilisation j'ai constaté une défaillance (flexible qui ne reste pas fixé).
Je suis allé faire cons";"Expérience pitoyable avec le SAV de But Cabries.
J'ai acheté un aspirateur le 23/03. Dès la première utilisation j'ai constaté une défaillance (flexible qui ne reste pas fixé).
Je suis allé faire constater à But Aubagne (plus proche de mon domicile). Très bon accueil, reprise possible mais uniquement au magasin d'achat.

Le 27/03, retour au SAV  But Cabries où on me signifie un refus total car, j'ai déjà utilisé l'appareil et que, vu que le moteur fonctionnait on ne pouvait pas l'envoyer en réparation.
Ainsi je me retrouve avec un aspirateur à 80 € que je n'ai utilisé qu'une fois et désormais inutisable, et soit disant, non réparable.

Comment se rendre compte de la défaillance d'un aspirateur sans le tester ? Ubuesque !
Bref, il est hors de question que je perde 80€ d'autant plus que j'ai du acheter un autre appareil dans une autre enseigne.

Désormais, ce sera achat par internet. Les grandes enseignes de vente internet, permettent de tout retourner et de se faire rembourser, utilisé ou non, durant le délai de rétractation légale et de la garantie.
Fidèle cliente de But depuis de très longues années je tiens à votre disposition ma carte de fidélité car, desormais, il est hors de question pour moi de vous faire gagner le moindre centime.

Signalement et réclamation effectué auprès du SAV le 27/03 .
Je me propose de publier sur les réseaux sociaux, une vidéo de mon appareil, inutilisable,  pour démontrer l'utilité d'un aspirateur certes avec un moteur qui fonctionne mais sans flexible. ( un peu comme une auto sans roue) !
Par ailleurs, vos réponses standardisées aux avis négatifs publiés sur Google démontre bien le faible intérêt que vous portez à vos clients .";2025-03-30 13:31:00;BUT cabries;0.88;Qualité produit, Expérience e-commerce, Service et SAV, Expérience en magasin
2031;tentative malhonnete;suite a l'achat d'un aspirateur dont les avis clients etaient elogieux,ce qui a poussé mon achat,j'ai constaté une fois reçu que ses qualités etaient erronées.j'ai donc mis un avis negatif et le service client marketplace m'a demandé de supprimer mon avis et en echange exigera du fournisseur de me rembourser et que je garderait l'article.pratique illegale et malhonete.j'ai envoyé un courrier en AR au siege qui n'a oas dédaigné me répondre et par consequent cautionne cet acte malhonete!je n'acheterais plus jamais chez but et ma carte but detruite!;2025-04-02 05:24:49;TrustPilot But;0.52;Expérience e-commerce, Qualité produit, Service et SAV
2032;Aucun problème, je déplore juste l'attente dans le magasin. Le vendeur était seul à courrir de tous les côtés pour servir 2 clients, et nous avons du attendre. 3 autres vendeurs étaient installés à qu;Aucun problème, je déplore juste l'attente dans le magasin. Le vendeur était seul à courrir de tous les côtés pour servir 2 clients, et nous avons du attendre. 3 autres vendeurs étaient installés à quelques metres en train de papoter, lorsque nous sommes allés les voir pour être servis, ils nous ont dit d'attendre que l'autre finisse avec ses clients....20 minutes d'attente! Alors qu'ils auraient très bien pu le faire.;2025-03-30 11:17:00;BUT cabries;2.95;Expérience en magasin
2033;"Bien conseillé
Récupération des meubles assez rapide au dépôt";"Bien conseillé
Récupération des meubles assez rapide au dépôt";2025-03-29 21:59:00;BUT cabries;7.71;Expérience en magasin
2034;J ai acheté un four sur internet. Sauf que quelques jours après je m aperçoit qu il manque des plaques et grilles . Donc j appelle le service après vente . Et la surprise je suis obligée de me déplace;J ai acheté un four sur internet. Sauf que quelques jours après je m aperçoit qu il manque des plaques et grilles . Donc j appelle le service après vente . Et la surprise je suis obligée de me déplacer à cabries car il vient de là-bas . Sauf que j habite à plus de 40 minutes. Mais à 10 minutes d Aubagne . Et là on me dit non c est comme ça . Je vous épargne les personnes qui vous raccroche au nez et les attentes. Depuis février je n est eux aucune réponse, appel , rien . Une honte . Donc faite attention quand vous achetez sur internet et surtout chez but . C est la première fois et bien la dernière;2025-03-28 18:59:00;BUT cabries;1.82;Service et SAV, Expérience e-commerce, Qualité produit
2035;Je mets 1 étoile car on ne peut pas en mettre 0. Cette enseigne est une escroquerie ! J'avais acheté un canapé qui m'a été livré cassé, le SAV est inexistant, ils ne répondent pas aux questions et j'a;Je mets 1 étoile car on ne peut pas en mettre 0. Cette enseigne est une escroquerie ! J'avais acheté un canapé qui m'a été livré cassé, le SAV est inexistant, ils ne répondent pas aux questions et j'ai été obligée d'ouvrir un dossier auprès d'une association de consommateurs car ils ne respectent ni leurs obligations définies dans leur charte ni la loi (en plus le canapé qui m'a coûté 1000€ bouloche déjà après 3 mois). J'avais choisi cette enseigne française en pensant que ça serait mieux qu'un site internet et je regrette. C'est une honte pour la société française. Je vous conseille d'aller voir sur des sites internet qui sont beaucoup plus respectueux de leurs clients et réactifs.;2025-03-27 22:38:00;BUT cabries;1.26;Qualité produit, Expérience e-commerce, Service et SAV
2036;super magasin très bon accueil;super magasin très bon accueil;2025-03-26 19:42:00;BUT cabries;9.07;Expérience en magasin
2037;Colis non complet, donc mi en relation avec le SAV pour avoir la piece manquante, le SAV minable, hautain, aucune excuse du désagrément et se permet même de lever la voix. Simplement zéro !!;Colis non complet, donc mi en relation avec le SAV pour avoir la piece manquante, le SAV minable, hautain, aucune excuse du désagrément et se permet même de lever la voix. Simplement zéro !!;2025-03-26 18:47:00;BUT cabries;1.26;Service et SAV, Expérience e-commerce
2038;"Nous sommes tombés sur un professionnel aux canapés en la personne d'Albert, il connaît bien ses produits, il est à votre écoute et en plus il est très sympa !
Du coup nous avons acheté un canapé !
C'";"Nous sommes tombés sur un professionnel aux canapés en la personne d'Albert, il connaît bien ses produits, il est à votre écoute et en plus il est très sympa !
Du coup nous avons acheté un canapé !
C'est simple la vente , mais devenu rare pour le souligner !
Cdt";2025-03-19 13:35:00;BUT cabries;8.9;Expérience en magasin
2039;Je tiens à remercier Grégory pour son professionnalisme au rayon canapé je le recommande ! Et à remercier également Nicolas pour sa rapidité et son professionnalisme ! Je recommande fortement !;Je tiens à remercier Grégory pour son professionnalisme au rayon canapé je le recommande ! Et à remercier également Nicolas pour sa rapidité et son professionnalisme ! Je recommande fortement !;2025-03-17 15:57:00;BUT cabries;9.39;Expérience en magasin
2040;"Si vous aimez les arnaques allez y.
Sav inexistant, BUT laisse ses clients dans la merde, ils s'en foutent royalement de nous.
C'est juste une machine à fric
Mauvaise qualité, il manque des pièces, on";"Si vous aimez les arnaques allez y.
Sav inexistant, BUT laisse ses clients dans la merde, ils s'en foutent royalement de nous.
C'est juste une machine à fric
Mauvaise qualité, il manque des pièces, on ne peut pas monter la table. Impossible de se faire rembourser.
J'ai perdu de l'argent et du temps
Vraiment allez ailleurs";2025-03-15 14:57:00;BUT cabries;0.6;Service et SAV, Montage et installation, Qualité produit
2041;"A fuir
Le sav est injoignable
C'est de l'arnaque
Le meuble est défectueux, même pas utilisable.
N'achetez rien là bas
C'est des gros voleurs";"A fuir
Le sav est injoignable
C'est de l'arnaque
Le meuble est défectueux, même pas utilisable.
N'achetez rien là bas
C'est des gros voleurs";2025-03-15 14:49:00;BUT cabries;0.7;Service et SAV, Qualité produit
2042;Tout le personnel est vraiment au top . Particulièrement Laurine et Julie des cuisines.;Tout le personnel est vraiment au top . Particulièrement Laurine et Julie des cuisines.;2025-03-13 15:43:00;BUT cabries;8.95;Expérience en magasin
2043;Ce magasin est une escroquerie, n'achetez pas de matelas ne les essayez pas ils sont là depuis des mois et ne correspondent plus a ce qu'il vendent au départ (trop mou), ne prenaient surtout pas l'ext;"Ce magasin est une escroquerie, n'achetez pas de matelas ne les essayez pas ils sont là depuis des mois et ne correspondent plus a ce qu'il vendent au départ (trop mou), ne prenaient surtout pas l'extension de garanti essai 100 jours, il faut ramener le matelas à vos frais (comme si on avait que ça à faire, en plus j'ai mal au dos d'où livraison demandé qu'ils ne font pas pour cette garantie soi disant il faut qu'ils vérifient le matelas, mon cul c'est une arnaque, une façon de faire dictatoriale comme ça le client ne fait pas l'échange) leurs vendeurs et responsables sont incompétents voir escrocs sur les bord!
ça ne vaut même pas une étoile, je crois que je vais porté plainte pour escroquerie";2025-03-11 22:39:00;BUT cabries;0.73;Qualité produit, Service et SAV, Expérience en magasin
2044;"Magasin intéressant pour certains de ses bas prix et promotions ponctuelles.
C'est assez bien tenu et il y a du choix.
Pas exceptionnel mais il y a bien pire dans le domaine.";"Magasin intéressant pour certains de ses bas prix et promotions ponctuelles.
C'est assez bien tenu et il y a du choix.
Pas exceptionnel mais il y a bien pire dans le domaine.";2025-03-10 00:57:00;BUT cabries;6.58;Expérience en magasin, Financement et promotions
2045;J achète via internet un aspirateur le 2 mars pour mon père, je prends rdv pour la recuperation du produit le 4 mars, mon pere fait 30km et on lui annonce qu il n y en a plus en magasin depuis un bon;"J achète via internet un aspirateur le 2 mars pour mon père, je prends rdv pour la recuperation du produit le 4 mars, mon pere fait 30km et on lui annonce qu il n y en a plus en magasin depuis un bon moment.... pas de geste commercial proposé...un remboursement est espéré à partir du vendredi 15 selon la vendeuse...
Pour resumer:
Un service indigne, un système désorganisé et un produit payé dont je récupérerai la somme peut être 2 semaines après l achat ..bref  FUYEZ, mettez 15e de plus et achetez ailleurs, tout se paye, la qualité du service aussi.";2025-03-09 17:35:00;BUT cabries;2.02;Expérience e-commerce, Service et SAV
2046;Si je pouvais mettre zéro étoile, je le ferais. BUT est une catastrophe. J’ai acheté un meuble et, surprise,  planches de la mauvaise taille, impossible à monter. Un défaut du constructeur. Mais le pi;"Si je pouvais mettre zéro étoile, je le ferais. BUT est une catastrophe. J’ai acheté un meuble et, surprise,  planches de la mauvaise taille, impossible à monter. Un défaut du constructeur. Mais le pire, c’est le service client INEXISTANT
Deux mois que je relance, que j’essaie d’obtenir une solution, et rien. Aucune réponse à mes mails, leur formulaire en ligne est une blague, et bien sûr, personne ne prend la peine de me rappeler. Ils s’en foutent royalement une fois qu’ils ont pris votre argent.
C’est du vol pur et simple. Vendre des meubles défectueux et ensuite laisser les clients dans la galère, c’est une honte absolue. Si vous voulez éviter de perdre votre temps, votre argent  allez voir ailleurs. BUT, plus jamais !";2025-03-08 21:34:00;BUT cabries;0.61;Montage et installation, Qualité produit, Service et SAV
